地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
川汇区,50312.4,27459.8,34336.2,50673.9,24778.0,24021.6,49720.05,25534.4,24021.6,48766.2,26290.8,24021.6,45305.6,26290.8,24778.0,0.72,-1.18,-3.07,-9.95,-9.77,-7.01,-4.26,-4.26,-30.04,-30.04,-30.04,-27.84
淮阳区,115434.6,49279.0,35788.2,111404.1,57153.0,56024.4,107695.95,58281.6,56024.4,103987.8,59410.2,56024.4,95664.4,59410.2,57153.0,-3.49,-6.7,-9.92,-17.13,15.98,18.27,20.56,20.56,56.54,56.54,56.54,59.7
扶沟县,53427.6,23750.0,19692.0,51530.3,26402.2,25779.0,49646.85,27025.4,25779.0,47763.4,27648.6,25779.0,43809.2,27648.6,26402.2,-3.55,-7.08,-10.6,-18.0,11.17,13.79,16.42,16.42,30.91,30.91,30.91,34.08
西华县,72977.4,31149.0,22240.2,69205.5,36193.6,35603.4,66434.25,36783.8,35603.4,63663.0,37374.0,35603.4,58352.0,37374.0,36193.6,-5.17,-8.97,-12.76,-20.04,16.2,18.09,19.98,19.98,60.09,60.09,60.09,62.74
商水县,99657.6,44476.6,37389.0,97199.6,49226.0,48020.4,94162.2,50431.6,48020.4,91124.8,51637.2,48020.4,84317.4,51637.2,49226.0,-2.47,-5.51,-8.56,-15.39,10.68,13.39,16.1,16.1,28.43,28.43,28.43,31.66
沈丘县,105157.2,45141.6,32964.0,99846.4,52129.2,51230.4,95842.8,53028.0,51230.4,91839.2,53926.8,51230.4,83702.6,53926.8,52129.2,-5.05,-8.86,-12.66,-20.4,15.48,17.47,19.46,19.46,55.41,55.41,55.41,58.14
郸城县,123784.8,55454.0,45267.6,117268.3,61444.0,60547.2,112664.85,62340.8,60547.2,108061.4,63237.6,60547.2,98995.2,63237.6,61444.0,-5.26,-8.98,-12.7,-20.03,10.8,12.42,14.04,14.04,33.75,33.75,33.75,35.74
太康县,132000.6,56505.8,42945.0,128981.7,65095.6,63286.2,124758.15,66905.0,63286.2,120534.6,68714.4,63286.2,111186.8,68714.4,65095.6,-2.29,-5.49,-8.69,-15.77,15.2,18.4,21.61,21.61,47.37,47.37,47.37,51.58
鹿邑县,101842.2,43020.6,33460.2,103604.7,49881.0,47800.8,101365.65,51961.2,47800.8,99126.6,54041.4,47800.8,93326.8,54041.4,49881.0,1.73,-0.47,-2.67,-8.36,15.95,20.78,25.62,25.62,42.86,42.86,42.86,49.08
河南周口经济开发区,7320.6,4745.0,7445.4,7713.4,3571.8,3394.8,7644.3,3748.8,3394.8,7575.2,3925.8,3394.8,7122.6,3925.8,3571.8,5.37,4.42,3.48,-2.7,-24.72,-20.99,-17.26,-17.26,-54.4,-54.4,-54.4,-52.03
项城市,107140.8,45978.4,32887.2,98888.4,53221.6,52524.0,93715.8,53919.2,52524.0,88543.2,54616.8,52524.0,79103.6,54616.8,53221.6,-7.7,-12.53,-17.36,-26.17,15.75,17.27,18.79,18.79,59.71,59.71,59.71,61.83
驿城区,72849.6,33739.4,24775.8,64466.2,37023.6,38221.2,62070.9,35826.0,38221.2,59675.6,34628.4,38221.2,53870.8,34628.4,37023.6,-11.51,-14.8,-18.08,-26.05,9.73,6.18,2.63,2.63,54.27,54.27,54.27,49.43
西平县,57016.8,23786.8,17548.8,56408.5,27974.2,26905.8,54501.75,29042.6,26905.8,52595.0,30111.0,26905.8,48210.0,30111.0,27974.2,-1.07,-4.41,-7.76,-15.45,17.6,22.1,26.59,26.59,53.32,53.32,53.32,59.41
上蔡县,120761.4,53283.8,38867.4,110023.7,60417.8,60492.0,104766.15,60343.6,60492.0,99508.6,60269.4,60492.0,90231.8,60269.4,60417.8,-8.89,-13.25,-17.6,-25.28,13.39,13.25,13.11,13.11,55.64,55.64,55.64,55.45
平舆县,92617.2,37883.2,22070.4,82410.8,46135.6,45789.6,76788.6,46481.6,45789.6,71166.4,46827.6,45789.6,62452.2,46827.6,46135.6,-11.02,-17.09,-23.16,-32.57,21.78,22.7,23.61,23.61,107.47,107.47,107.47,109.04
正阳县,81467.4,36268.0,19538.4,64409.3,42033.4,44632.8,59779.35,39434.0,44632.8,55149.4,36834.6,44632.8,47955.2,36834.6,42033.4,-20.94,-26.62,-32.3,-41.14,15.9,8.73,1.56,1.56,128.44,128.44,128.44,115.13
确山县,45067.8,22876.4,16315.2,33887.4,23741.6,26157.0,31920.3,21326.2,26157.0,29953.2,18910.8,26157.0,26830.6,18910.8,23741.6,-24.81,-29.17,-33.54,-40.47,3.78,-6.78,-17.33,-17.33,60.32,60.32,60.32,45.52
泌阳县,87596.4,38302.4,23851.2,75788.7,44374.8,45528.0,71614.65,43221.6,45528.0,67440.6,42068.4,45528.0,59684.8,42068.4,44374.8,-13.48,-18.24,-23.01,-31.86,15.85,12.84,9.83,9.83,90.88,90.88,90.88,86.05
汝南县,67735.8,29672.4,20001.6,59415.0,34081.2,34507.8,55894.5,33654.6,34507.8,52374.0,33228.0,34507.8,46760.0,33228.0,34081.2,-12.28,-17.48,-22.68,-30.97,14.86,13.42,11.98,11.98,72.53,72.53,72.53,70.39
遂平县,48284.4,20667.6,12130.8,41901.2,24406.8,24936.0,39503.4,23877.6,24936.0,37105.6,23348.4,24936.0,32724.8,23348.4,24406.8,-13.22,-18.19,-23.15,-32.22,18.09,15.53,12.97,12.97,105.56,105.56,105.56,101.2
新蔡县,100767.6,44620.8,31356.0,87916.2,50673.6,51253.2,82359.9,50094.0,51253.2,76803.6,49514.4,51253.2,67332.8,49514.4,50673.6,-12.75,-18.27,-23.78,-33.18,13.56,12.27,10.97,10.97,63.46,63.46,63.46,61.61
河南驻马店经济开发区,24680.4,14725.0,20679.0,24675.7,12142.8,11748.0,24081.15,12537.6,11748.0,23486.6,12932.4,11748.0,21302.8,12932.4,12142.8,-0.02,-2.43,-4.84,-13.69,-17.54,-14.86,-12.17,-12.17,-43.19,-43.19,-43.19,-41.28
济源市,55578.0,26004.2,25309.8,59740.3,27309.8,26351.4,60383.85,28268.2,26351.4,61027.4,29226.6,26351.4,58736.2,29226.6,27309.8,7.49,8.65,9.8,5.68,5.02,8.71,12.39,12.39,4.12,4.12,4.12,7.9
江岸区,49222.2,20450.6,17814.6,54673.3,23663.6,21768.6,54556.35,25558.6,21768.6,54439.4,27453.6,21768.6,51655.2,27453.6,23663.6,11.07,10.84,10.6,4.94,15.71,24.98,34.24,34.24,22.2,22.2,22.2,32.83
江汉区,29652.0,12571.8,11050.2,32341.7,14328.2,13332.6,32193.15,15323.8,13332.6,32044.6,16319.4,13332.6,30788.8,16319.4,14328.2,9.07,8.57,8.07,3.83,13.97,21.89,29.81,29.81,20.65,20.65,20.65,29.66
硚口区,31921.8,13995.4,12274.2,33340.9,15592.6,14856.0,32945.55,16329.2,14856.0,32550.2,17065.8,14856.0,30900.6,17065.8,15592.6,4.45,3.21,1.97,-3.2,11.41,16.68,21.94,21.94,21.03,21.03,21.03,27.04
汉阳区,40705.8,17334.0,18409.2,50703.7,19167.4,16796.4,52146.15,21538.4,16796.4,53588.6,23909.4,16796.4,52634.8,23909.4,19167.4,24.56,28.1,31.65,29.31,10.58,24.26,37.93,37.93,-8.76,-8.76,-8.76,4.12
武昌区,51191.4,26304.0,33141.6,55596.1,24692.2,22885.2,55087.95,26499.2,22885.2,54579.8,28306.2,22885.2,51490.4,28306.2,24692.2,8.6,7.61,6.62,0.58,-6.13,0.74,7.61,7.61,-30.95,-30.95,-30.95,-25.49
青山区,20242.8,9335.2,8422.8,20299.2,10011.4,9791.4,19997.4,10231.4,9791.4,19695.6,10451.4,9791.4,18410.8,10451.4,10011.4,0.28,-1.21,-2.7,-9.05,7.24,9.6,11.96,11.96,16.25,16.25,16.25,18.86
洪山区,108078.6,81766.2,160282.2,140189.2,50195.6,42508.2,144713.4,57883.0,42508.2,149237.6,65570.4,42508.2,146677.8,65570.4,50195.6,29.71,33.9,38.08,35.71,-38.61,-29.21,-19.81,-19.81,-73.48,-73.48,-73.48,-68.68
东西湖区,45368.4,19692.6,20254.2,53852.3,21593.4,19411.8,54821.85,23775.0,19411.8,55791.4,25956.6,19411.8,54232.2,25956.6,21593.4,18.7,20.84,22.97,19.54,9.65,20.73,31.81,31.81,-4.16,-4.16,-4.16,6.61
汉南区,7339.2,4052.6,5454.6,8070.8,3563.6,3351.6,8118.6,3775.6,3351.6,8166.4,3987.6,3351.6,7848.2,3987.6,3563.6,9.97,10.62,11.27,6.94,-12.07,-6.84,-1.6,-1.6,-38.55,-38.55,-38.55,-34.67
蔡甸区,50957.4,21462.2,20280.6,58993.2,24336.8,22053.0,59585.4,26620.6,22053.0,60177.6,28904.4,22053.0,58047.8,28904.4,24336.8,15.77,16.93,18.09,13.91,13.39,24.03,34.68,34.68,8.74,8.74,8.74,20.0
江夏区,61620.6,50797.2,100610.4,76410.5,29170.4,25890.6,78885.75,32450.2,25890.6,81361.0,35730.0,25890.6,80434.0,35730.0,29170.4,24.0,28.02,32.04,30.53,-42.57,-36.12,-29.66,-29.66,-74.27,-74.27,-74.27,-71.01
黄陂区,67606.2,27484.2,20923.8,75680.9,32790.2,30764.4,76679.55,34816.0,30764.4,77678.2,36841.8,30764.4,76106.6,36841.8,32790.2,11.94,13.42,14.9,12.57,19.31,26.68,34.05,34.05,47.03,47.03,47.03,56.71
新洲区,51525.0,24935.4,26699.4,55724.8,25192.8,24053.4,56115.6,26332.2,24053.4,56506.4,27471.6,24053.4,54981.2,27471.6,25192.8,8.15,8.91,9.67,6.71,1.03,5.6,10.17,10.17,-9.91,-9.91,-9.91,-5.64
黄石港区,14777.4,6642.8,6582.0,15714.1,7150.2,6673.2,15466.95,7627.2,6673.2,15219.8,8104.2,6673.2,14104.4,8104.2,7150.2,6.34,4.67,2.99,-4.55,7.64,14.82,22.0,22.0,1.39,1.39,1.39,8.63
西塞山区,11797.2,5040.2,3735.0,11635.7,5830.0,5692.8,11349.15,5967.2,5692.8,11062.6,6104.4,5692.8,10181.8,6104.4,5830.0,-1.37,-3.8,-6.23,-13.69,15.67,18.39,21.11,21.11,52.42,52.42,52.42,56.09
下陆区,12191.4,7354.8,10861.2,13460.4,5931.0,5601.6,13600.8,6260.4,5601.6,13741.2,6589.8,5601.6,13167.6,6589.8,5931.0,10.41,11.56,12.71,8.01,-19.36,-14.88,-10.4,-10.4,-48.43,-48.43,-48.43,-45.39
铁山区,2101.2,991.0,857.4,1939.2,1053.0,1057.8,1865.4,1048.2,1057.8,1791.6,1043.4,1057.8,1628.8,1043.4,1053.0,-7.71,-11.22,-14.73,-22.48,6.26,5.77,5.29,5.29,23.37,23.37,23.37,22.81
阳新县,108163.2,41435.6,21424.8,105099.1,53201.4,51441.0,100926.45,54961.8,51441.0,96753.8,56722.2,51441.0,89672.4,56722.2,53201.4,-2.83,-6.69,-10.55,-17.1,28.4,32.64,36.89,36.89,140.1,140.1,140.1,148.32
大冶市,80035.2,32674.2,21947.4,79464.3,39357.6,38037.6,77198.85,40677.6,38037.6,74933.4,41997.6,38037.6,69646.2,41997.6,39357.6,-0.71,-3.54,-6.37,-12.98,20.45,24.49,28.53,28.53,73.31,73.31,73.31,79.33
茅箭区,44097.6,21496.6,22917.0,46920.6,21628.0,20786.4,47069.7,22469.6,20786.4,47218.8,23311.2,20786.4,45095.4,23311.2,21628.0,6.4,6.74,7.08,2.26,0.61,4.53,8.44,8.44,-9.3,-9.3,-9.3,-5.62
张湾区,28708.8,14430.6,15144.6,29125.6,14260.8,14073.6,29053.2,14448.0,14073.6,28980.8,14635.2,14073.6,27619.4,14635.2,14260.8,1.45,1.2,0.95,-3.79,-1.18,0.12,1.42,1.42,-7.07,-7.07,-7.07,-5.84
郧阳区,31657.8,14995.2,11402.4,28381.1,16149.8,16791.6,27705.45,15508.0,16791.6,27029.8,14866.2,16791.6,25840.4,14866.2,16149.8,-10.35,-12.48,-14.62,-18.38,7.7,3.42,-0.86,-0.86,47.26,47.26,47.26,41.64
郧西县,32068.8,13752.0,8451.6,30017.3,16157.0,16402.2,29359.35,15911.8,16402.2,28701.4,15666.6,16402.2,26949.2,15666.6,16157.0,-6.4,-8.45,-10.5,-15.96,17.49,15.71,13.92,13.92,94.07,94.07,94.07,91.17
竹山县,28723.8,12118.8,7509.6,27677.7,14382.4,14423.4,27216.15,14341.4,14423.4,26754.6,14300.4,14423.4,25182.8,14300.4,14382.4,-3.64,-5.25,-6.86,-12.33,18.68,18.34,18.0,18.0,92.07,92.07,92.07,91.52
竹溪县,23247.0,10272.0,6283.2,21126.3,11837.8,12266.4,20708.85,11409.2,12266.4,20291.4,10980.6,12266.4,19147.2,10980.6,11837.8,-9.12,-10.92,-12.71,-17.64,15.24,11.07,6.9,6.9,95.23,95.23,95.23,88.4
房县,28902.6,11886.4,6950.4,27852.6,14419.0,14354.4,27230.7,14483.6,14354.4,26608.8,14548.2,14354.4,24891.4,14548.2,14419.0,-3.63,-5.78,-7.94,-13.88,21.31,21.85,22.39,22.39,106.53,106.53,106.53,107.46
丹江口市,32944.8,13295.4,8688.6,33323.5,16181.2,15598.8,32639.25,16763.6,15598.8,31955.0,17346.0,15598.8,29839.0,17346.0,16181.2,1.15,-0.93,-3.0,-9.43,21.71,26.09,30.47,30.47,79.53,79.53,79.53,86.23
西陵区,23831.4,15175.4,22380.6,23923.8,11801.4,11572.8,23627.1,12030.0,11572.8,23330.4,12258.6,11572.8,21951.2,12258.6,11801.4,0.39,-0.86,-2.1,-7.89,-22.23,-20.73,-19.22,-19.22,-48.29,-48.29,-48.29,-47.27
伍家岗区,19351.8,6690.0,3349.2,22780.2,9237.4,8360.4,23178.9,10114.4,8360.4,23577.6,10991.4,8360.4,22811.8,10991.4,9237.4,17.72,19.78,21.84,17.88,38.08,51.19,64.3,64.3,149.62,149.62,149.62,175.81
点军区,4332.0,2105.6,2251.2,5047.6,2121.6,2032.8,5272.2,2210.4,2032.8,5496.8,2299.2,2032.8,5510.4,2299.2,2121.6,16.52,21.7,26.89,27.2,0.76,4.98,9.19,9.19,-9.7,-9.7,-9.7,-5.76
猇亭区,3367.8,1457.0,1413.0,3747.4,1615.6,1479.0,3732.3,1752.2,1479.0,3717.2,1888.8,1479.0,3529.6,1888.8,1615.6,11.27,10.82,10.37,4.8,10.89,20.26,29.64,29.64,4.67,4.67,4.67,14.34
夷陵区,25307.4,12677.2,14344.8,27882.0,12383.6,11843.4,28359.0,12923.8,11843.4,28836.0,13464.0,11843.4,28126.0,13464.0,12383.6,10.17,12.06,13.94,11.14,-2.32,1.95,6.21,6.21,-17.44,-17.44,-17.44,-13.67
远安县,8076.6,3414.4,2390.4,8282.6,4001.0,3926.4,8273.7,4075.6,3926.4,8264.8,4150.2,3926.4,7941.4,4150.2,4001.0,2.55,2.44,2.33,-1.67,17.18,19.37,21.55,21.55,64.26,64.26,64.26,67.38
兴山县,5957.4,2675.0,1927.8,5855.4,3002.0,3048.6,5874.3,2955.4,3048.6,5893.2,2908.8,3048.6,5665.6,2908.8,3002.0,-1.71,-1.39,-1.08,-4.9,12.22,10.48,8.74,8.74,58.14,58.14,58.14,55.72
秭归县,13897.8,6383.4,5034.6,13839.5,6985.2,7057.8,13919.25,6912.6,7057.8,13999.0,6840.0,7057.8,13710.0,6840.0,6985.2,-0.42,0.15,0.73,-1.35,9.43,8.29,7.15,7.15,40.19,40.19,40.19,38.74
长阳土家族自治县,14364.0,6733.6,5360.4,13182.4,7261.4,7420.2,12829.8,7102.6,7420.2,12477.2,6943.8,7420.2,11726.6,6943.8,7261.4,-8.23,-10.68,-13.14,-18.36,7.84,5.48,3.12,3.12,38.43,38.43,38.43,35.46
五峰土家族自治县,7453.8,3233.8,2100.6,7034.2,3751.4,3800.4,6897.9,3702.4,3800.4,6761.6,3653.4,3800.4,6386.8,3653.4,3751.4,-5.63,-7.46,-9.29,-14.31,16.01,14.49,12.98,12.98,80.92,80.92,80.92,78.59
宜都市,16659.0,6899.2,4870.8,17302.3,8190.8,7913.4,17207.85,8468.2,7913.4,17113.4,8745.6,7913.4,16239.2,8745.6,8190.8,3.86,3.29,2.73,-2.52,18.72,22.74,26.76,26.76,62.47,62.47,62.47,68.16
当阳市,18203.4,8344.2,6220.2,17093.6,9203.2,9406.2,16843.2,9000.2,9406.2,16592.8,8797.2,9406.2,15733.4,8797.2,9203.2,-6.1,-7.47,-8.85,-13.57,10.29,7.86,5.43,5.43,51.22,51.22,51.22,47.96
枝江市,16575.0,7165.6,5505.6,17104.7,8190.2,7995.6,17077.65,8384.8,7995.6,17050.6,8579.4,7995.6,16323.8,8579.4,8190.2,3.2,3.03,2.87,-1.52,14.3,17.01,19.73,19.73,45.23,45.23,45.23,48.76
襄城区,26614.8,18402.8,28765.2,26495.1,13278.8,13221.6,26349.45,13336.0,13221.6,26203.8,13393.2,13221.6,24626.4,13393.2,13278.8,-0.45,-1.0,-1.54,-7.47,-27.84,-27.53,-27.22,-27.22,-54.04,-54.04,-54.04,-53.84
樊城区,63358.8,27393.0,19869.0,62977.9,31504.6,31155.0,62263.05,31854.2,31155.0,61548.2,32203.8,31155.0,57605.6,32203.8,31504.6,-0.6,-1.73,-2.86,-9.08,15.01,16.29,17.56,17.56,56.8,56.8,56.8,58.56
襄州区,74673.6,32316.4,22616.4,72739.1,37280.0,37166.4,71601.45,37393.6,37166.4,70463.8,37507.2,37166.4,66416.4,37507.2,37280.0,-2.59,-4.11,-5.64,-11.06,15.36,15.71,16.06,16.06,64.33,64.33,64.33,64.84
南漳县,30349.2,12142.2,7269.0,30785.7,14976.0,14578.8,30408.15,15373.2,14578.8,30030.6,15770.4,14578.8,28390.8,15770.4,14976.0,1.44,0.19,-1.05,-6.45,23.34,26.61,29.88,29.88,100.56,100.56,100.56,106.03
谷城县,37615.2,15497.2,9738.0,37180.2,18664.0,18376.8,36531.9,18951.2,18376.8,35883.6,19238.4,18376.8,34197.8,19238.4,18664.0,-1.16,-2.88,-4.6,-9.09,20.43,22.29,24.14,24.14,88.71,88.71,88.71,91.66
保康县,13198.8,5543.2,3565.2,13370.3,6577.0,6532.2,13388.85,6621.8,6532.2,13407.4,6666.6,6532.2,12870.2,6666.6,6577.0,1.3,1.44,1.58,-2.49,18.65,19.46,20.27,20.27,83.22,83.22,83.22,84.48
老河口市,34474.8,15374.0,9927.6,31005.3,17524.0,18097.2,30130.35,16950.8,18097.2,29255.4,16377.6,18097.2,27191.2,16377.6,17524.0,-10.06,-12.6,-15.14,-21.13,13.98,10.26,6.53,6.53,82.29,82.29,82.29,76.52
枣阳市,72417.0,31114.8,19914.0,68407.4,36377.4,36715.2,66909.3,36039.6,36715.2,65411.2,35701.8,36715.2,61092.6,35701.8,36377.4,-5.54,-7.61,-9.67,-15.64,16.91,15.83,14.74,14.74,84.37,84.37,84.37,82.67
宜城市,30951.6,13194.8,8864.4,31058.3,15437.2,15360.0,30995.85,15514.4,15360.0,30933.4,15591.6,15360.0,29568.2,15591.6,15437.2,0.34,0.14,-0.06,-4.47,16.99,17.58,18.16,18.16,73.28,73.28,73.28,74.15
梁子湖区,11571.6,4455.6,2593.2,11542.4,5652.8,5386.8,11128.8,5918.8,5386.8,10715.2,6184.8,5386.8,10117.6,6184.8,5652.8,-0.25,-3.83,-7.4,-12.57,26.87,32.84,38.81,38.81,107.73,107.73,107.73,117.99
华容区,16989.0,7890.0,8736.0,18544.5,8152.0,7467.0,18294.75,8837.0,7467.0,18045.0,9522.0,7467.0,17331.0,9522.0,8152.0,9.16,7.69,6.22,2.01,3.32,12.0,20.68,20.68,-14.53,-14.53,-14.53,-6.68
鄂城区,51316.8,22932.0,20935.2,52979.7,25082.4,23930.4,52083.15,26234.4,23930.4,51186.6,27386.4,23930.4,48040.8,27386.4,25082.4,3.24,1.49,-0.25,-6.38,9.38,14.4,19.42,19.42,14.31,14.31,14.31,19.81
东宝区,17338.2,9530.4,11212.8,17026.0,8675.8,8689.2,16890.0,8662.4,8689.2,16754.0,8649.0,8689.2,15852.0,8649.0,8675.8,-1.8,-2.59,-3.37,-8.57,-8.97,-9.11,-9.25,-9.25,-22.51,-22.51,-22.51,-22.63
掇刀区,26460.0,11881.0,11110.2,27784.8,12908.8,12266.4,27483.6,13551.2,12266.4,27182.4,14193.6,12266.4,25308.2,14193.6,12908.8,5.01,3.87,2.73,-4.35,8.65,14.06,19.46,19.46,10.41,10.41,10.41,16.19
沙洋县,18402.6,8080.6,5291.4,17512.7,9292.6,9475.2,17341.65,9110.0,9475.2,17170.6,8927.4,9475.2,16384.8,8927.4,9292.6,-4.84,-5.77,-6.69,-10.96,15.0,12.74,10.48,10.48,79.07,79.07,79.07,75.62
钟祥市,50998.8,21877.2,15746.4,51927.6,25313.8,24942.6,51835.2,25685.0,24942.6,51742.8,26056.2,24942.6,49027.4,26056.2,25313.8,1.82,1.64,1.46,-3.87,15.71,17.41,19.1,19.1,58.4,58.4,58.4,60.76
京山市,30705.0,12876.2,9012.6,31725.5,15171.0,14808.0,31691.25,15534.0,14808.0,31657.0,15897.0,14808.0,30197.0,15897.0,15171.0,3.32,3.21,3.1,-1.65,17.82,20.64,23.46,23.46,64.3,64.3,64.3,68.33
孝南区,64909.8,29323.0,28519.8,69179.6,31544.8,29724.6,68584.2,33365.0,29724.6,67988.8,35185.2,29724.6,64359.4,35185.2,31544.8,6.58,5.66,4.74,-0.85,7.58,13.78,19.99,19.99,4.22,4.22,4.22,10.61
孝昌县,38268.0,15690.4,10467.6,38535.6,18856.6,18301.8,37837.2,19411.4,18301.8,37138.8,19966.2,18301.8,35116.4,19966.2,18856.6,0.7,-1.13,-2.95,-8.24,20.18,23.72,27.25,27.25,74.84,74.84,74.84,80.14
大悟县,40530.0,17382.6,10746.6,37792.7,20410.2,20700.6,36859.65,20119.8,20700.6,35926.6,19829.4,20700.6,33742.8,19829.4,20410.2,-6.75,-9.06,-11.36,-16.75,17.42,15.75,14.08,14.08,92.62,92.62,92.62,89.92
云梦县,30003.0,12117.6,8229.6,29892.2,14688.2,14061.6,28896.9,15314.8,14061.6,27901.6,15941.4,14061.6,26246.8,15941.4,14688.2,-0.37,-3.69,-7.0,-12.52,21.21,26.38,31.56,31.56,70.87,70.87,70.87,78.48
应城市,28212.6,11861.4,8291.4,28804.1,13953.0,13646.4,28639.95,14259.6,13646.4,28475.8,14566.2,13646.4,27401.4,14566.2,13953.0,2.1,1.51,0.93,-2.88,17.63,20.22,22.8,22.8,64.58,64.58,64.58,68.28
安陆市,31835.4,13377.2,10042.8,33870.5,15626.6,15044.4,34014.75,16208.8,15044.4,34159.0,16791.0,15044.4,32897.0,16791.0,15626.6,6.39,6.85,7.3,3.33,16.82,21.17,25.52,25.52,49.8,49.8,49.8,55.6
汉川市,63472.8,27016.8,17316.0,59086.8,31780.0,31867.2,57024.6,31692.8,31867.2,54962.4,31605.6,31867.2,51620.2,31605.6,31780.0,-6.91,-10.16,-13.41,-18.67,17.63,17.31,16.98,16.98,84.03,84.03,84.03,83.53
沙市区,25858.8,11997.0,11491.8,27082.1,12702.8,12249.6,27013.95,13156.0,12249.6,26945.8,13609.2,12249.6,25446.4,13609.2,12702.8,4.73,4.47,4.2,-1.59,5.88,9.66,13.44,13.44,6.59,6.59,6.59,10.54
荆州区,24993.0,17764.0,29161.2,26248.8,12352.8,12065.4,26445.6,12640.2,12065.4,26642.4,12927.6,12065.4,25747.2,12927.6,12352.8,5.02,5.81,6.6,3.02,-30.46,-28.84,-27.23,-27.23,-58.63,-58.63,-58.63,-57.64
公安县,40758.0,17230.0,11526.0,41622.5,20280.0,20082.0,41757.75,20478.0,20082.0,41893.0,20676.0,20082.0,40680.0,20676.0,20280.0,2.12,2.45,2.78,-0.19,17.7,18.85,20.0,20.0,74.23,74.23,74.23,75.95
监利县,97677.0,41526.6,24827.4,90101.4,49184.4,49876.2,87351.3,48492.6,49876.2,84601.2,47800.8,49876.2,77208.6,47800.8,49184.4,-7.76,-10.57,-13.39,-20.96,18.44,16.77,15.11,15.11,100.89,100.89,100.89,98.11
江陵县,16376.4,7099.2,4800.0,16158.8,8208.4,8248.8,16110.6,8168.0,8248.8,16062.4,8127.6,8248.8,15406.2,8127.6,8208.4,-1.33,-1.62,-1.92,-5.92,15.62,15.06,14.49,14.49,71.85,71.85,71.85,71.01
荆州经济技术开发区,9820.2,5502.6,7008.6,9964.3,4856.6,4749.6,9875.85,4963.6,4749.6,9787.4,5070.6,4749.6,9244.2,5070.6,4856.6,1.47,0.57,-0.33,-5.87,-11.74,-9.8,-7.85,-7.85,-32.23,-32.23,-32.23,-30.71
石首市,28957.8,12085.0,8112.6,30460.3,14343.0,14071.2,30803.85,14614.8,14071.2,31147.4,14886.6,14071.2,30065.2,14886.6,14343.0,5.19,6.37,7.56,3.82,18.68,20.93,23.18,23.18,73.45,73.45,73.45,76.8
洪湖市,48844.8,19646.4,12220.8,49230.8,24068.0,23359.2,48360.6,24776.8,23359.2,47490.4,25485.6,23359.2,44770.2,25485.6,24068.0,0.79,-0.99,-2.77,-8.34,22.51,26.11,29.72,29.72,91.14,91.14,91.14,96.94
松滋市,35423.4,15344.0,10496.4,35091.3,17730.4,17767.8,34981.35,17693.0,17767.8,34871.4,17655.6,17767.8,33353.2,17655.6,17730.4,-0.94,-1.25,-1.56,-5.84,15.55,15.31,15.07,15.07,69.28,69.28,69.28,68.92
黄州区,26197.2,16123.2,24145.2,28691.5,12769.8,12112.2,28952.25,13427.4,12112.2,29213.0,14085.0,12112.2,28129.0,14085.0,12769.8,9.52,10.52,11.51,7.37,-20.8,-16.72,-12.64,-12.64,-49.84,-49.84,-49.84,-47.11
团风县,17796.6,7124.6,4422.6,18030.0,8757.4,8475.6,17724.0,9039.2,8475.6,17418.0,9321.0,8475.6,16837.0,9321.0,8757.4,1.31,-0.41,-2.13,-5.39,22.92,26.87,30.83,30.83,91.64,91.64,91.64,98.01
红安县,34978.2,14594.8,10215.6,37303.4,17254.2,16784.4,37761.3,17724.0,16784.4,38219.2,18193.8,16784.4,37552.6,18193.8,17254.2,6.65,7.96,9.27,7.36,18.22,21.44,24.66,24.66,64.3,64.3,64.3,68.9
罗田县,36655.8,14372.0,9465.6,38720.3,17827.0,16825.2,38249.85,18828.8,16825.2,37779.4,19830.6,16825.2,36288.2,19830.6,17827.0,5.63,4.35,3.07,-1.0,24.04,31.01,37.98,37.98,77.75,77.75,77.75,88.33
英山县,22659.6,9584.4,6861.6,22750.9,11201.8,10945.8,22412.55,11457.8,10945.8,22074.2,11713.8,10945.8,20668.6,11713.8,11201.8,0.4,-1.09,-2.58,-8.79,16.88,19.55,22.22,22.22,59.52,59.52,59.52,63.25
浠水县,56247.0,22962.4,15050.4,56999.3,27721.8,26918.4,56170.35,28525.2,26918.4,55341.4,29328.6,26918.4,52776.2,29328.6,27721.8,1.34,-0.14,-1.61,-6.17,20.73,24.23,27.72,27.72,78.86,78.86,78.86,84.19
蕲春县,71708.4,28895.2,18199.2,71967.6,35317.2,34243.2,70486.2,36391.2,34243.2,69004.8,37465.2,34243.2,65400.4,37465.2,35317.2,0.36,-1.7,-3.77,-8.8,22.23,25.94,29.66,29.66,88.16,88.16,88.16,94.06
黄梅县,65165.4,29264.4,20714.4,60647.0,32901.6,33539.4,59344.5,32263.8,33539.4,58042.0,31626.0,33539.4,55457.0,31626.0,32901.6,-6.93,-8.93,-10.93,-14.9,12.43,10.25,8.07,8.07,61.91,61.91,61.91,58.83
